Year,Mfr Name,COMB MPG
2003,ACURA,23.1
2003,ALPINA,17.0
2003,ASTON MARTIN,13.285714285714286
2003,AUDI,21.724137931034484
2003,BENTLEY,12.6
2003,BMW,21.17391304347826
2003,BUICK,22.0
2003,CADILLAC,17.4
2003,CHEVROLET,17.5
2003,CHRYSLER,22.125
2003,DAEWOO,24.5
2003,DODGE,18.71929824561404
2003,FERRARI,11.571428571428571
2003,FORD,19.45263157894737
2003,GM,11.0
2003,GMC,15.808823529411764
2003,HONDA,31.84
2003,HYUNDAI,24.73076923076923
2003,INFINITI,19.454545454545453
2003,ISUZU,18.73333333333333
2003,JAGUAR,20.11764705882353
2003,JEEP,18.357142857142858
2003,KIA,23.181818181818183
2003,LAMBORGHINI,10.0
2003,LAND ROVER,16.0
2003,LEXUS,19.63636363636364
2003,LINCOLN,14.5
2003,LINCOLN-MERCURY,20.53333333333333
2003,LOTUS,18.0
2003,MASERATI,13.0
2003,MAZDA,22.035714285714285
2003,MERCEDES-BENZ,19.72
2003,MERCURY,15.5
2003,MITSUBISHI,22.90625
2003,MORGAN,22.0
2003,NISSAN,20.55263157894737
2003,OLDSMOBILE,22.125
2003,PONTIAC,25.157894736842103
2003,PORSCHE,19.89655172413793
2003,QUANTUM,27.0
2003,ROUSH PERFORMANCE,19.5
2003,SAAB,23.785714285714285
2003,SATURN,25.142857142857142
2003,SUBARU,22.85
2003,SUZUKI,22.863636363636363
2003,TOYOTA,23.803571428571427
2003,VOLKSWAGEN,27.77142857142857
2003,VOLVO,22.39130434782609
